Datetime,Open,High,Low,Close,Volume,DollarValue
2024-03-06 14:18:00-05:00,509.285,509.535,509.23,509.43,201930,102854559.6053
2024-03-06 14:19:00-05:00,509.44,509.46,509.27,509.29,93872,47815111.7957
2024-03-06 14:20:00-05:00,509.28,509.71,509.27,509.6,151552,77206651.25
2024-03-06 14:21:00-05:00,509.595,509.715,509.5,509.65,153603,78279544.4925
2024-03-06 14:22:00-05:00,509.65,509.79,509.625,509.6607,118232,60257571.3094
2024-03-06 14:23:00-05:00,509.66,509.93,509.66,509.87,158893,80998090.048
2024-03-06 14:24:00-05:00,509.86,509.905,509.75,509.77,281246,143383425.8852
2024-03-06 14:25:00-05:00,509.77,509.8092,509.39,509.43,138711,70687124.3301
2024-03-06 14:26:00-05:00,509.4301,509.83,509.4301,509.8,194882,99314800.4215
2024-03-06 14:27:00-05:00,510.01,510.04,509.77,510.01,125082,63793072.0415
2024-03-06 14:28:00-05:00,510.01,510.17,510.01,510.11,107654,54909998.9772
2024-03-06 14:29:00-05:00,510.17,510.3,510.0599,510.17,106673,54421365.8424
2024-03-06 14:30:00-05:00,510.18,510.41,510.0923,510.12,110023,56128232.7785
2024-03-06 14:31:00-05:00,510.12,510.16,509.88,510.07,162474,82877175.2283
2024-03-06 14:32:00-05:00,510.044,510.06,509.42,509.5,269967,137621618.3808
2024-03-06 14:33:00-05:00,509.49,509.7898,509.49,509.62,152817,77868665.3157
2024-03-06 14:34:00-05:00,509.65,509.7487,509.45,509.73,73901,37666600.8704
2024-03-06 14:35:00-05:00,509.73,509.73,509.28,509.5,109564,55835458.4619
2024-03-06 14:36:00-05:00,509.49,509.79,509.49,509.715,113317,57746625.7317
2024-03-06 14:37:00-05:00,509.73,509.838,509.6887,509.76,90017,45885716.599
2024-03-06 14:38:00-05:00,509.755,509.78,509.55,509.58,48933,24939559.5684
2024-03-06 14:39:00-05:00,509.575,509.72,509.5,509.5998,47861,24389362.6636
2024-03-06 14:40:00-05:00,509.595,509.595,509.325,509.56,111244,56687439.3421
2024-03-06 14:41:00-05:00,509.565,509.865,509.5,509.84,135522,69075902.1223
2024-03-06 14:42:00-05:00,509.83,509.98,509.775,509.78,154543,78786792.9831
2024-03-06 14:43:00-05:00,509.78,509.85,509.6287,509.7,88438,45080386.6058
2024-03-06 14:44:00-05:00,509.71,509.8496,509.66,509.7,49333,25145276.8553
2024-03-06 14:45:00-05:00,509.6899,509.72,509.04,509.04,245724,125163195.3615
2024-03-06 14:46:00-05:00,509.41,509.41,509.41,509.41,161465,82251886.2413
2024-03-06 14:47:00-05:00,509.42,509.43,508.85,508.97,138976,70765885.3379
