Datetime,Open,High,Low,Close,Volume,DollarValue
2024-03-06 14:48:00-05:00,509.44,509.49,508.97,509.44,159820,81418701.1902
2024-03-06 14:49:00-05:00,509.42,509.47,509.2,509.355,134604,68565596.6931
2024-03-06 14:50:00-05:00,509.35,509.77,509.28,509.735,122743,62542774.5531
2024-03-06 14:51:00-05:00,509.73,509.895,509.69,509.76,125372,63907751.4409
2024-03-06 14:52:00-05:00,509.76,509.84,509.55,509.55,130191,66352493.9461
2024-03-06 14:53:00-05:00,509.56,509.7677,509.48,509.68,143925,73347057.7972
2024-03-06 14:54:00-05:00,509.6865,509.765,509.52,509.72,77745,39626878.9435
2024-03-06 14:55:00-05:00,509.74,509.75,509.43,509.48,76520,38995357.2467
2024-03-06 14:56:00-05:00,509.48,509.55,509.35,509.38,161228,82134381.3193
2024-03-06 14:57:00-05:00,509.39,509.515,509.05,509.06,137333,69933397.7632
2024-03-06 14:58:00-05:00,509.04,509.2395,508.78,509.21,212162,108016978.25
2024-03-06 14:59:00-05:00,509.22,509.28,509.08,509.24,167172,85128996.8458
2024-03-06 15:00:00-05:00,509.24,509.24,508.95,508.98,124431,63349066.4859
2024-03-06 15:01:00-05:00,508.97,509.155,508.91,508.97,71040,36157228.8867
2024-03-06 15:02:00-05:00,509.25,509.32,508.81,509.25,134575,68532318.75
2024-03-06 15:03:00-05:00,509.255,509.34,509.085,509.31,161569,82284264.4397
2024-03-06 15:04:00-05:00,509.31,509.5,509.27,509.45,188244,95887729.6392
2024-03-06 15:05:00-05:00,509.465,509.52,509.39,509.465,111043,56572521.5883
2024-03-06 15:06:00-05:00,509.47,509.745,509.38,509.74,94106,47956887.7279
2024-03-06 15:07:00-05:00,509.7379,509.79,509.38,509.5101,127847,65153900.5736
2024-03-06 15:08:00-05:00,509.54,509.5599,509.24,509.47,132582,67551192.5574
2024-03-06 15:09:00-05:00,509.47,509.47,509.3,509.435,55210,28126872.4913
2024-03-06 15:10:00-05:00,509.43,509.66,509.33,509.56,101897,51916011.5175
2024-03-06 15:11:00-05:00,509.58,509.69,509.4701,509.61,81619,41592633.1592
2024-03-06 15:12:00-05:00,509.63,509.655,509.48,509.62,57185,29142905.625
2024-03-06 15:13:00-05:00,509.635,509.7,509.13,509.1301,119094,60664405.779
2024-03-06 15:14:00-05:00,509.15,509.17,508.635,508.805,303538,154494010.3571
2024-03-06 15:15:00-05:00,508.805,509.18,508.8,509.1278,160017,81443276.4522
2024-03-06 15:16:00-05:00,509.12,509.47,508.99,509.4,184805,94113793.2848
2024-03-06 15:17:00-05:00,509.47,509.475,509.32,509.475,75553,38492176.0692
2024-03-06 15:18:00-05:00,509.47,509.57,509.18,509.18,107055,54525787.5483
2024-03-06 15:19:00-05:00,509.2,509.3636,509.1577,509.2,132346,67390584.8156
2024-03-06 15:20:00-05:00,509.2,509.25,509.03,509.1,95733,48742457.8265
2024-03-06 15:21:00-05:00,509.08,509.085,508.695,508.695,114543,58289500.5629
2024-03-06 15:22:00-05:00,508.6807,508.85,508.62,508.69,156739,79730832.8402
2024-03-06 15:23:00-05:00,508.67,508.84,508.57,508.765,135278,68818287.864
2024-03-06 15:24:00-05:00,508.75,508.75,508.58,508.6901,82712,42077252.5272
2024-03-06 15:25:00-05:00,508.7,508.95,508.645,508.9,155389,79061923.6742
2024-03-06 15:26:00-05:00,508.91,509.02,508.665,508.71,92588,47109700.054
2024-03-06 15:27:00-05:00,508.72,508.9,508.6882,508.85,83112,42286139.2244
2024-03-06 15:28:00-05:00,508.86,509.0,508.78,508.98,104837,53353645.848
2024-03-06 15:29:00-05:00,508.99,509.249,508.98,509.17,130559,66464975.9591
2024-03-06 15:30:00-05:00,509.18,509.3,509.02,509.09,561576,285917993.6752
2024-03-06 15:31:00-05:00,509.08,509.27,509.06,509.13,105107,53510498.7859
2024-03-06 15:32:00-05:00,509.14,509.295,509.04,509.04,385533,196270999.4409
2024-03-06 15:33:00-05:00,509.03,509.14,508.87,509.03,163984,83472775.3198
2024-03-06 15:34:00-05:00,508.791,509.04,508.76,508.791,50437001,25661891424.654
2024-03-06 15:35:00-05:00,508.79,508.82,508.6,508.63,131137,66710704.1504
2024-03-06 15:36:00-05:00,508.63,508.77,508.575,508.665,177328,90197445.0706
2024-03-06 15:37:00-05:00,508.66,508.94,508.57,508.85,138180,70299766.5747
2024-03-06 15:38:00-05:00,508.84,508.99,508.77,508.98,141245,71880993.4673
2024-03-06 15:39:00-05:00,508.98,509.465,508.97,509.42,309271,157480796.9753
2024-03-06 15:40:00-05:00,509.42,509.73,509.39,509.69,290083,147813245.3667
2024-03-06 15:41:00-05:00,509.68,509.78,509.465,509.51,171927,87613139.7749
2024-03-06 15:42:00-05:00,509.5099,509.615,509.49,509.53,139216,70933328.4177
2024-03-06 15:43:00-05:00,509.49,509.59,509.32,509.49,163446,83274100.9438
2024-03-06 15:44:00-05:00,509.47,509.66,509.46,509.5701,375191,191167337.0979
2024-03-06 15:45:00-05:00,509.58,509.88,509.45,509.8406,169631,86462667.3278
2024-03-06 15:46:00-05:00,509.85,510.03,509.71,509.99,224482,114467861.029
2024-03-06 15:47:00-05:00,509.98,510.22,509.9399,510.16,205106,104618418.9222
2024-03-06 15:48:00-05:00,510.17,510.27,510.04,510.23,229960,117325594.8071
2024-03-06 15:49:00-05:00,510.22,510.2612,510.03,510.09,630281,321541002.7856
2024-03-06 15:50:00-05:00,510.07,510.07,509.34,509.64,624663,318487560.7278
2024-03-06 15:51:00-05:00,509.63,509.97,509.5917,509.87,662563,337741489.25
2024-03-06 15:52:00-05:00,509.89,509.98,509.43,509.46,356148,181519732.9869
2024-03-06 15:53:00-05:00,509.455,509.49,509.19,509.33,573366,292068332.456
2024-03-06 15:54:00-05:00,509.35,509.99,509.28,509.99,627058,319592649.7118
2024-03-06 15:55:00-05:00,509.99,510.22,509.9,510.01,769327,392356770.0
2024-03-06 15:56:00-05:00,510.01,510.08,509.82,509.91,424029,216237831.6869
2024-03-06 15:57:00-05:00,509.91,510.04,509.76,509.8,593254,302473515.6353
2024-03-06 15:58:00-05:00,509.81,509.88,509.73,509.85,833259,424820437.4957
2024-03-06 15:59:00-05:00,509.85,509.93,509.62,509.81,1846875,941592284.6317
