,Date,Open,High,Low,Close,Volume,DollarValue
0,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
1,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
2,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
3,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
4,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
5,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
6,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
7,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
8,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
9,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
10,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
11,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
12,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
13,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
14,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
15,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
16,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
17,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
18,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
19,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
20,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
21,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
22,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
23,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
24,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
25,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
26,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
27,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
28,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
29,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
30,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
31,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
32,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
33,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
34,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
35,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
36,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
37,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
38,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
39,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
40,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
41,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
42,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
43,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
44,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
45,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
46,2024-03-06 09:30:00-05:00,510.55,510.7813,510.35,510.49,1813340.0,20000000
47,2024-03-06 09:31:00-05:00,510.47,510.77,510.45,510.66,385905.0,20000000
48,2024-03-06 09:31:00-05:00,510.47,510.77,510.45,510.66,385905.0,20000000
